frameid,trackerid,x_center,y_center,width,height
41,44,401.0,539.5,38.0,43.0
41,45,612.0,67.5,18.0,27.0
41,46,126.0,566.5,18.0,29.0
41,47,521.0,318.0,24.0,28.0
41,48,566.5,123.5,15.0,23.0
41,49,157.0,323.0,22.0,30.0
41,50,311.0,66.5,22.0,27.0
41,51,565.0,192.0,22.0,26.0
41,52,260.5,196.0,19.0,20.0
41,53,102.0,247.5,20.0,25.0
41,54,54.0,395.5,20.0,25.0
41,55,58.5,451.0,17.0,20.0
41,56,541.5,355.5,27.0,29.0
41,57,340.5,167.5,23.0,25.0
41,58,157.0,301.0,22.0,26.0
41,59,615.0,194.0,16.0,24.0
41,60,539.5,543.0,23.0,32.0
41,61,116.0,257.5,24.0,29.0
41,62,138.0,635.0,22.0,10.0
41,63,373.0,553.5,20.0,25.0
42,0,347.5,440.5,81.0,97.0
42,1,235.5,177.5,55.0,57.0
42,2,364.5,418.0,19.0,22.0
42,3,550.0,478.5,20.0,21.0
42,4,434.0,82.0,28.0,30.0
42,5,251.0,131.5,24.0,31.0
42,6,343.0,360.0,22.0,34.0
42,7,234.5,513.5,25.0,31.0
42,8,318.0,418.0,22.0,30.0
42,9,261.0,368.0,20.0,22.0
42,10,208.5,211.5,31.0,33.0
42,11,410.5,416.5,23.0,25.0
42,12,356.0,312.0,24.0,26.0
42,13,234.5,170.0,21.0,24.0
42,14,397.5,188.0,21.0,30.0
42,15,88.0,68.5,42.0,43.0
42,16,484.0,223.5,18.0,25.0
42,17,419.0,110.0,22.0,28.0
42,18,213.5,274.5,23.0,17.0
42,19,311.0,199.0,22.0,22.0
42,20,20.5,201.0,25.0,26.0
42,21,80.5,203.0,21.0,28.0
42,22,82.5,68.0,35.0,32.0
42,23,373.0,441.5,18.0,21.0
42,24,557.5,46.0,21.0,30.0
42,25,196.0,584.0,22.0,28.0
42,26,540.5,21.5,19.0,31.0
42,27,277.5,15.0,19.0,22.0
42,28,262.0,97.5,16.0,23.0
42,29,377.0,294.0,18.0,20.0
42,30,275.0,106.0,26.0,22.0
42,31,604.5,419.5,27.0,31.0
42,32,255.5,221.0,17.0,22.0
42,33,383.0,139.5,26.0,31.0
42,34,249.0,345.0,18.0,24.0
42,35,449.0,564.0,18.0,26.0
42,36,538.0,174.0,18.0,22.0
42,37,274.5,159.5,21.0,29.0
42,38,132.5,609.5,23.0,31.0
42,39,521.5,318.0,23.0,28.0
42,40,414.0,547.0,20.0,24.0
42,41,246.5,270.5,23.0,27.0
42,42,612.0,68.0,18.0,28.0
42,43,248.0,293.5,20.0,25.0
42,44,554.5,146.5,19.0,23.0
42,45,126.0,566.5,18.0,29.0
42,46,402.0,540.0,38.0,42.0
42,47,112.0,275.5,24.0,27.0
42,48,567.0,123.5,16.0,23.0
42,49,312.0,67.5,22.0,27.0
42,50,565.0,193.0,22.0,26.0
42,51,157.0,323.0,22.0,30.0
42,52,260.5,195.5,19.0,19.0
42,53,101.5,248.0,21.0,26.0
42,54,53.5,459.5,17.0,19.0
42,55,533.0,359.5,26.0,29.0
42,56,54.0,398.0,20.0,26.0
42,57,165.5,300.0,21.0,26.0
42,58,113.5,251.5,23.0,27.0
42,59,537.5,544.5,23.0,31.0
42,60,367.5,551.5,21.0,27.0
42,61,138.0,635.0,22.0,10.0
42,62,616.0,198.0,14.0,22.0
42,63,339.5,163.0,21.0,26.0
43,0,347.5,440.5,81.0,97.0
43,1,235.5,177.5,55.0,57.0
43,2,364.5,418.0,19.0,22.0
43,3,251.0,131.5,24.0,31.0
43,4,343.0,360.0,22.0,34.0
43,5,550.0,478.0,20.0,22.0
43,6,318.0,418.0,22.0,30.0
43,7,234.5,513.5,25.0,31.0
43,8,261.0,368.0,20.0,22.0
43,9,356.0,312.0,24.0,26.0
43,10,208.5,211.5,31.0,33.0
43,11,234.5,170.0,21.0,24.0
43,12,311.0,199.0,22.0,22.0
43,13,410.5,416.5,23.0,25.0
43,14,213.5,274.5,23.0,17.0
43,15,397.5,188.0,21.0,30.0
43,16,484.0,223.5,18.0,25.0
43,17,419.0,110.0,22.0,28.0
43,18,88.0,68.5,42.0,43.0
43,19,80.5,203.0,21.0,28.0
43,20,373.0,441.5,18.0,21.0
43,21,21.0,201.0,26.0,26.0
43,22,82.5,68.0,35.0,32.0
43,23,433.5,82.0,29.0,30.0
43,24,557.5,46.0,21.0,30.0
43,25,196.0,584.0,22.0,28.0
43,26,277.5,15.0,19.0,22.0
43,27,540.5,21.5,19.0,31.0
43,28,261.5,97.5,17.0,23.0
43,29,377.0,294.0,18.0,20.0
43,30,255.5,221.0,17.0,22.0
43,31,275.0,106.0,26.0,22.0
43,32,382.5,140.5,25.0,31.0
43,33,604.5,419.5,27.0,31.0
43,34,274.5,159.5,21.0,29.0
43,35,449.0,565.0,18.0,26.0
43,36,538.0,174.0,18.0,22.0
43,37,249.0,345.0,18.0,24.0
43,38,133.0,609.0,22.0,30.0
43,39,414.0,546.5,20.0,25.0
43,40,612.0,67.0,18.0,28.0
43,41,246.5,270.5,23.0,27.0
43,42,521.5,317.5,23.0,29.0
43,43,554.5,146.5,19.0,23.0
43,44,248.0,293.5,20.0,25.0
43,45,126.0,566.5,18.0,29.0
43,46,401.5,540.0,37.0,42.0
43,47,312.0,68.0,22.0,28.0
43,48,113.0,276.0,24.0,26.0
43,49,567.5,123.5,15.0,23.0
43,50,157.5,323.0,23.0,30.0
43,51,260.5,195.5,19.0,19.0
43,52,55.0,463.0,18.0,20.0
43,53,565.0,193.0,22.0,26.0
43,54,530.5,361.0,27.0,30.0
43,55,53.5,397.0,21.0,26.0
43,56,101.5,247.0,21.0,26.0
43,57,112.0,251.0,24.0,28.0
43,58,537.0,546.5,22.0,31.0
43,59,167.5,299.5,21.0,25.0
43,60,366.5,550.5,19.0,25.0
43,61,138.5,635.0,21.0,10.0
44,0,347.5,440.5,81.0,97.0
44,1,235.5,177.5,55.0,57.0
44,2,364.5,418.0,19.0,22.0
44,3,251.0,131.5,24.0,31.0
44,4,343.0,360.0,22.0,34.0
44,5,234.5,513.5,25.0,31.0
44,6,550.0,478.0,20.0,22.0
44,7,318.0,418.0,22.0,30.0
44,8,356.0,312.0,24.0,26.0
44,9,397.5,188.0,21.0,30.0
44,10,261.0,368.0,20.0,22.0
44,11,410.5,416.5,23.0,25.0
44,12,234.5,170.0,21.0,24.0
44,13,208.5,211.5,31.0,33.0
44,14,311.0,199.0,22.0,22.0
44,15,213.5,274.5,23.0,17.0
44,16,88.0,68.5,42.0,43.0
44,17,419.0,110.0,22.0,28.0
44,18,373.0,441.5,18.0,21.0
44,19,20.5,201.0,25.0,26.0
44,20,484.0,223.5,18.0,25.0
44,21,433.0,82.0,28.0,30.0
44,22,80.5,203.0,21.0,28.0
44,23,82.5,68.0,35.0,32.0
44,24,196.0,584.0,22.0,28.0
44,25,557.5,46.0,21.0,30.0
44,26,277.5,15.0,19.0,22.0
44,27,540.5,21.5,19.0,31.0
44,28,382.5,141.0,25.0,32.0
44,29,261.5,97.5,17.0,23.0
44,30,274.0,159.5,20.0,29.0
44,31,255.5,221.0,17.0,22.0
44,32,275.0,106.0,26.0,22.0
44,33,377.0,294.0,18.0,20.0
44,34,604.5,419.5,27.0,31.0
44,35,449.5,567.0,17.0,26.0
44,36,249.0,345.0,18.0,24.0
44,37,538.0,174.0,18.0,22.0
44,38,133.0,609.0,22.0,30.0
44,39,414.0,546.0,20.0,24.0
44,40,401.0,539.0,38.0,42.0
44,41,113.0,275.5,24.0,25.0
44,42,246.5,270.5,23.0,27.0
44,43,554.5,146.5,19.0,23.0
44,44,612.0,67.5,18.0,29.0
44,45,248.0,293.0,20.0,24.0
44,46,126.0,566.5,18.0,29.0
44,47,521.5,317.5,23.0,29.0
44,48,312.0,68.5,22.0,27.0
44,49,567.5,123.5,15.0,23.0
44,50,156.5,323.0,23.0,30.0
44,51,260.5,196.0,19.0,20.0
44,52,55.5,465.5,17.0,19.0
44,53,527.5,363.0,27.0,30.0
44,54,565.0,192.5,22.0,25.0
44,55,53.5,397.5,21.0,25.0
44,56,101.5,247.0,21.0,26.0
44,57,168.5,302.0,21.0,24.0
44,58,366.5,548.5,19.0,25.0
44,59,112.5,249.0,23.0,30.0
44,60,138.5,635.0,21.0,10.0
44,61,533.5,548.5,23.0,33.0
44,62,610.0,204.0,16.0,24.0
44,63,571.5,337.5,21.0,25.0
44,64,341.0,148.0,20.0,24.0
45,0,235.5,177.5,55.0,55.0
45,1,348.0,440.5,80.0,97.0
45,2,364.5,418.0,19.0,22.0
45,3,358.0,313.0,24.0,26.0
45,4,311.0,197.5,22.0,19.0
45,5,167.0,323.5,24.0,29.0
45,6,104.0,248.0,20.0,26.0
45,7,373.0,441.5,18.0,21.0
45,8,235.5,511.5,25.0,31.0
45,9,411.5,416.5,23.0,25.0
45,10,256.0,131.0,24.0,30.0
45,11,213.0,210.5,32.0,33.0
45,12,81.5,205.0,21.0,28.0
45,13,438.0,84.0,28.0,30.0
45,14,213.5,274.0,23.0,18.0
45,15,343.0,360.5,22.0,35.0
45,16,88.0,70.5,36.0,31.0
45,17,137.5,612.0,21.0,30.0
45,18,275.5,106.0,27.0,22.0
45,19,378.0,295.0,18.0,20.0
45,20,402.0,540.0,38.0,42.0
45,21,234.5,169.5,21.0,25.0
45,22,541.5,20.0,19.0,32.0
45,23,319.0,415.5,22.0,31.0
45,24,342.5,75.5,23.0,27.0
45,25,21.0,201.5,26.0,27.0
45,26,404.5,193.5,21.0,31.0
45,27,606.5,419.0,27.0,30.0
45,28,388.5,141.5,25.0,23.0
45,29,274.0,161.0,20.0,30.0
45,30,56.5,401.5,23.0,33.0
45,31,420.0,107.5,22.0,27.0
45,32,117.0,276.0,24.0,26.0
45,33,255.0,222.0,18.0,22.0
45,34,89.5,70.0,41.0,44.0
45,35,468.0,537.0,18.0,28.0
45,36,250.0,269.5,24.0,27.0
45,37,263.0,198.5,20.0,19.0
45,38,558.5,142.5,19.0,23.0
45,39,133.0,564.0,18.0,30.0
45,40,488.0,222.5,20.0,25.0
45,41,253.0,295.5,20.0,23.0
45,42,559.5,47.5,21.0,29.0
45,43,537.0,190.5,26.0,21.0
45,44,262.0,93.5,16.0,21.0
45,45,254.0,344.0,18.0,24.0
45,46,279.5,14.5,19.0,25.0
45,47,215.0,284.0,22.0,20.0
45,48,549.0,477.0,18.0,20.0
45,49,200.0,584.5,22.0,27.0
45,50,420.5,546.5,19.0,21.0
45,51,616.5,74.0,19.0,28.0
45,52,258.0,367.0,22.0,22.0
45,53,592.0,185.5,24.0,25.0
45,54,550.5,338.0,23.0,22.0
45,55,407.0,541.5,22.0,27.0
45,56,566.5,129.5,15.0,23.0
45,57,76.0,128.5,22.0,33.0
45,58,613.0,168.5,20.0,25.0
45,59,587.5,256.0,17.0,20.0
45,60,236.0,376.0,26.0,28.0
45,61,531.5,448.0,23.0,30.0
45,62,209.5,632.0,17.0,16.0
45,63,329.0,449.5,24.0,27.0
45,64,611.0,310.0,20.0,24.0
45,65,142.5,637.0,19.0,6.0
46,0,347.5,440.5,81.0,97.0
46,1,235.5,177.0,55.0,56.0
46,2,364.5,418.0,19.0,22.0
46,3,550.0,478.0,20.0,20.0
46,4,343.0,360.0,22.0,34.0
46,5,234.5,513.5,25.0,31.0
46,6,251.0,131.5,24.0,31.0
46,7,234.5,170.0,21.0,24.0
46,8,356.0,312.0,24.0,26.0
46,9,261.0,367.5,20.0,21.0
46,10,213.5,274.5,23.0,17.0
46,11,483.5,223.5,17.0,25.0
46,12,397.5,188.5,21.0,31.0
46,13,318.0,418.0,22.0,30.0
46,14,373.0,441.5,18.0,21.0
46,15,88.0,68.5,42.0,43.0
46,16,410.5,416.5,23.0,25.0
46,17,209.0,211.5,32.0,33.0
46,18,80.5,203.0,21.0,28.0
46,19,419.0,110.0,22.0,28.0
46,20,20.5,201.0,25.0,26.0
46,21,311.0,199.0,22.0,22.0
46,22,277.5,15.0,19.0,22.0
46,23,557.5,46.0,21.0,30.0
46,24,82.0,68.0,36.0,32.0
46,25,434.0,81.5,28.0,31.0
46,26,196.0,584.0,22.0,28.0
46,27,540.5,21.5,19.0,31.0
46,28,255.0,221.0,18.0,22.0
46,29,262.0,97.0,16.0,24.0
46,30,521.5,318.5,23.0,29.0
46,31,377.0,294.0,18.0,20.0
46,32,383.0,140.5,26.0,31.0
46,33,275.0,106.0,26.0,22.0
46,34,249.0,345.5,18.0,23.0
46,35,112.0,276.5,24.0,25.0
46,36,133.0,609.0,22.0,30.0
46,37,274.5,159.0,21.0,30.0
46,38,612.0,67.0,18.0,28.0
46,39,400.5,539.5,37.0,43.0
46,40,447.5,565.0,17.0,26.0
46,41,604.0,418.5,28.0,31.0
46,42,538.0,174.0,18.0,22.0
46,43,554.0,146.0,20.0,24.0
46,44,312.5,70.0,21.0,28.0
46,45,248.0,293.0,20.0,24.0
46,46,413.0,547.0,20.0,24.0
46,47,246.5,270.5,23.0,27.0
46,48,567.0,124.0,16.0,24.0
46,49,126.0,566.5,18.0,29.0
46,50,156.0,324.0,24.0,30.0
46,51,260.5,195.5,19.0,19.0
46,52,516.0,373.5,26.0,29.0
46,53,101.5,248.0,21.0,26.0
46,54,564.0,191.5,22.0,25.0
46,55,53.5,398.0,21.0,26.0
46,56,58.5,474.5,17.0,21.0
46,57,326.0,153.5,22.0,27.0
46,58,107.0,237.0,22.0,28.0
46,59,357.5,545.5,19.0,25.0
46,60,523.0,550.0,24.0,30.0
46,61,138.5,635.0,21.0,10.0
46,62,614.5,220.0,15.0,22.0
46,63,572.0,349.0,22.0,26.0
47,0,347.5,440.5,81.0,97.0
47,1,235.5,177.5,55.0,57.0
47,2,364.5,418.0,19.0,22.0
47,3,550.0,478.0,20.0,20.0
47,4,343.0,359.5,22.0,35.0
47,5,251.0,131.5,24.0,31.0
47,6,234.5,514.0,25.0,30.0
47,7,234.5,170.0,21.0,24.0
47,8,261.0,368.0,20.0,22.0
47,9,356.0,312.0,24.0,26.0
47,10,318.0,418.0,22.0,30.0
47,11,208.5,211.5,31.0,33.0
47,12,483.0,223.5,18.0,25.0
47,13,397.5,188.5,21.0,31.0
47,14,410.5,416.5,23.0,25.0
47,15,214.0,274.5,22.0,17.0
47,16,88.0,68.5,42.0,43.0
47,17,311.0,199.0,22.0,22.0
47,18,21.0,201.0,26.0,26.0
47,19,419.0,110.0,22.0,28.0
47,20,373.0,441.5,18.0,21.0
47,21,80.5,203.0,21.0,28.0
47,22,277.5,15.0,19.0,22.0
47,23,557.5,46.0,21.0,30.0
47,24,434.0,81.5,28.0,31.0
47,25,82.0,68.0,36.0,32.0
47,26,540.5,21.5,19.0,31.0
47,27,196.0,584.0,22.0,28.0
47,28,383.5,141.0,25.0,32.0
47,29,255.0,221.0,18.0,22.0
47,30,262.0,97.5,16.0,23.0
47,31,275.0,106.0,26.0,22.0
47,32,377.0,294.0,18.0,20.0
47,33,522.0,318.0,24.0,30.0
47,34,249.0,345.5,18.0,23.0
47,35,113.0,275.5,24.0,25.0
47,36,133.0,609.0,22.0,30.0
47,37,275.0,159.0,20.0,30.0
47,38,401.0,539.5,38.0,43.0
47,39,414.0,547.5,20.0,25.0
47,40,612.0,67.0,18.0,28.0
47,41,538.0,174.0,18.0,22.0
47,42,246.5,270.5,23.0,27.0
47,43,248.0,293.5,20.0,25.0
47,44,447.5,565.0,17.0,26.0
47,45,554.0,147.0,20.0,24.0
47,46,567.0,124.0,16.0,24.0
47,47,125.0,567.0,18.0,30.0
47,48,603.5,418.0,29.0,32.0
47,49,312.0,71.0,22.0,28.0
47,50,156.5,322.5,23.0,29.0
47,51,260.5,196.0,19.0,20.0
47,52,564.0,191.5,22.0,25.0
47,53,53.5,398.0,21.0,28.0
47,54,101.5,248.0,21.0,26.0
47,55,46.5,480.0,17.0,20.0
47,56,182.5,291.0,21.0,24.0
47,57,105.0,235.0,22.0,28.0
47,58,351.5,546.0,19.0,26.0
47,59,520.5,551.0,23.0,32.0
47,60,322.5,151.5,21.0,27.0
47,61,512.0,373.5,26.0,29.0
47,62,613.5,226.5,15.0,23.0
47,63,138.0,635.0,22.0,10.0
47,64,573.5,353.5,19.0,25.0
48,0,347.5,440.5,81.0,97.0
48,1,235.5,177.0,55.0,56.0
48,2,365.0,418.0,18.0,22.0
48,3,550.0,477.5,20.0,21.0
48,4,343.0,359.5,22.0,35.0
48,5,234.5,170.0,21.0,24.0
48,6,251.0,131.5,24.0,31.0
48,7,234.5,514.0,25.0,30.0
48,8,356.0,311.5,24.0,25.0
48,9,318.0,418.0,22.0,30.0
48,10,261.0,368.0,20.0,22.0
48,11,208.5,211.5,31.0,33.0
48,12,88.0,68.5,42.0,43.0
48,13,214.0,274.5,22.0,17.0
48,14,373.0,441.5,18.0,21.0
48,15,419.0,110.0,22.0,28.0
48,16,483.0,223.5,18.0,25.0
48,17,397.5,188.5,21.0,31.0
48,18,411.0,416.0,22.0,24.0
48,19,433.5,81.5,27.0,31.0
48,20,20.5,201.0,25.0,26.0
48,21,311.0,199.0,22.0,22.0
48,22,82.0,68.0,36.0,32.0
48,23,112.5,275.5,23.0,25.0
48,24,540.0,21.5,18.0,31.0
48,25,80.5,203.0,21.0,28.0
48,26,277.5,15.0,19.0,22.0
48,27,557.5,46.0,21.0,30.0
48,28,255.0,221.0,18.0,22.0
48,29,196.0,584.0,22.0,28.0
48,30,275.0,106.0,26.0,22.0
48,31,261.5,98.0,17.0,24.0
48,32,377.0,294.0,18.0,20.0
48,33,401.0,538.5,38.0,43.0
48,34,249.0,345.5,18.0,23.0
48,35,537.5,174.0,19.0,22.0
48,36,133.0,608.5,22.0,31.0
48,37,521.0,318.0,24.0,30.0
48,38,274.5,159.5,19.0,29.0
48,39,413.5,547.0,21.0,26.0
48,40,446.5,565.5,17.0,27.0
48,41,612.0,67.0,18.0,28.0
48,42,382.5,136.0,25.0,32.0
48,43,246.5,270.5,23.0,27.0
48,44,567.0,123.0,16.0,24.0
48,45,248.0,293.5,20.0,25.0
48,46,553.5,146.5,19.0,23.0
48,47,125.0,567.5,18.0,29.0
48,48,564.0,192.0,22.0,24.0
48,49,156.5,321.5,23.0,31.0
48,50,603.0,418.0,28.0,30.0
48,51,260.5,196.0,19.0,20.0
48,52,304.5,65.5,21.0,27.0
48,53,54.0,397.5,22.0,27.0
48,54,101.5,247.0,21.0,26.0
48,55,512.0,557.5,24.0,31.0
48,56,505.5,376.0,27.0,30.0
48,57,186.5,306.5,21.0,25.0
48,58,36.0,469.0,18.0,20.0
48,59,100.5,228.5,23.0,29.0
48,60,348.0,536.0,18.0,26.0
48,61,312.0,142.5,22.0,25.0
48,62,605.0,228.5,18.0,25.0
48,63,138.0,635.0,22.0,10.0
49,0,347.5,440.5,81.0,97.0
49,1,236.0,177.0,54.0,56.0
49,2,364.5,418.0,19.0,22.0
49,3,549.5,478.0,19.0,20.0
49,4,318.0,418.0,22.0,30.0
49,5,251.0,131.5,24.0,31.0
49,6,343.0,359.5,22.0,35.0
49,7,234.5,170.0,21.0,24.0
49,8,235.0,514.0,24.0,30.0
49,9,261.0,367.5,20.0,21.0
49,10,208.5,211.5,31.0,33.0
49,11,411.0,416.5,22.0,25.0
49,12,356.0,311.5,24.0,25.0
49,13,214.0,274.0,22.0,16.0
49,14,419.0,110.0,22.0,28.0
49,15,483.5,223.5,17.0,25.0
49,16,88.0,68.5,42.0,43.0
49,17,434.0,81.5,28.0,31.0
49,18,397.0,188.5,20.0,29.0
49,19,373.0,441.5,18.0,21.0
49,20,196.0,584.0,22.0,28.0
49,21,557.5,46.0,21.0,30.0
49,22,255.0,221.0,18.0,22.0
49,23,20.5,201.0,25.0,26.0
49,24,540.0,21.5,18.0,31.0
49,25,277.5,15.0,19.0,22.0
49,26,82.5,68.0,35.0,32.0
49,27,262.0,98.0,18.0,24.0
49,28,311.0,199.5,22.0,23.0
49,29,401.5,539.0,37.0,42.0
49,30,537.0,173.5,18.0,21.0
49,31,377.0,294.0,18.0,20.0
49,32,275.0,106.0,26.0,22.0
49,33,112.5,274.0,23.0,26.0
49,34,249.0,345.5,18.0,23.0
49,35,133.0,609.0,22.0,30.0
49,36,445.5,564.5,17.0,27.0
49,37,80.5,204.0,21.0,28.0
49,38,382.0,137.5,26.0,33.0
49,39,612.0,67.0,18.0,28.0
49,40,414.0,547.0,20.0,24.0
49,41,246.5,270.5,23.0,27.0
49,42,275.0,158.5,20.0,29.0
49,43,553.5,146.0,19.0,24.0
49,44,248.0,293.5,20.0,25.0
49,45,125.0,566.5,18.0,29.0
49,46,567.0,123.0,16.0,24.0
49,47,521.0,317.5,24.0,29.0
49,48,562.5,191.5,21.0,25.0
49,49,156.5,322.0,23.0,30.0
49,50,102.0,248.0,20.0,26.0
49,51,260.5,195.0,19.0,20.0
49,52,54.5,398.0,21.0,28.0
49,53,601.5,418.0,27.0,30.0
49,54,301.5,61.5,21.0,27.0
49,55,503.0,386.5,24.0,27.0
49,56,31.0,474.0,18.0,20.0
49,57,95.5,219.5,21.0,27.0
49,58,195.5,311.0,19.0,22.0
49,59,309.0,149.0,20.0,24.0
49,60,339.5,535.0,17.0,26.0
49,61,508.0,547.0,22.0,28.0
49,62,604.0,234.5,16.0,25.0
49,63,138.5,635.0,21.0,10.0
49,64,587.5,364.5,19.0,25.0
50,0,347.5,440.5,81.0,97.0
50,1,236.0,177.0,54.0,56.0
50,2,364.5,418.0,19.0,22.0
50,3,549.5,478.0,19.0,20.0
50,4,318.0,418.0,22.0,30.0
50,5,343.0,359.5,22.0,35.0
50,6,196.0,584.0,22.0,28.0
50,7,419.0,109.5,22.0,27.0
50,8,251.0,131.0,24.0,30.0
50,9,235.0,514.0,24.0,30.0
50,10,234.5,170.0,21.0,24.0
50,11,261.0,367.5,20.0,21.0
50,12,356.0,311.5,24.0,25.0
50,13,208.0,211.5,32.0,33.0
50,14,411.0,416.5,22.0,25.0
50,15,214.0,274.0,22.0,16.0
50,16,88.0,68.5,42.0,43.0
50,17,483.5,224.0,17.0,24.0
50,18,434.0,81.5,28.0,31.0
50,19,397.0,189.0,20.0,30.0
50,20,373.0,441.5,18.0,21.0
50,21,557.5,46.0,21.0,30.0
50,22,540.0,21.5,18.0,31.0
50,23,255.0,221.0,18.0,22.0
50,24,277.5,15.0,19.0,22.0
50,25,20.5,201.0,25.0,26.0
50,26,82.5,68.0,35.0,32.0
50,27,402.0,540.0,38.0,42.0
50,28,261.5,98.0,17.0,24.0
50,29,537.5,173.5,19.0,21.0
50,30,311.0,199.0,22.0,22.0
50,31,377.0,294.0,18.0,20.0
50,32,275.0,106.0,26.0,22.0
50,33,112.5,274.0,23.0,26.0
50,34,133.0,609.0,22.0,30.0
50,35,445.5,564.5,17.0,27.0
50,36,248.5,345.5,17.0,23.0
50,37,381.5,138.0,25.0,32.0
50,38,80.5,204.0,21.0,28.0
50,39,612.0,67.0,18.0,28.0
50,40,414.0,547.0,20.0,24.0
50,41,521.0,317.5,24.0,29.0
50,42,246.0,270.5,22.0,27.0
50,43,275.0,158.5,20.0,29.0
50,44,553.5,146.5,19.0,23.0
50,45,567.0,123.0,16.0,24.0
50,46,248.0,293.0,20.0,24.0
50,47,125.0,567.5,18.0,29.0
50,48,562.5,191.0,21.0,24.0
50,49,54.0,397.5,22.0,29.0
50,50,156.0,322.0,24.0,30.0
50,51,100.0,249.0,20.0,26.0
50,52,601.5,417.0,27.0,30.0
50,53,260.5,195.0,19.0,20.0
50,54,301.0,60.5,20.0,27.0
50,55,98.5,218.0,21.0,28.0
50,56,500.0,388.5,26.0,29.0
50,57,197.5,313.5,19.0,21.0
50,58,32.0,478.5,18.0,21.0
50,59,307.0,149.5,20.0,25.0
50,60,339.0,538.0,18.0,26.0
50,61,589.5,368.0,21.0,24.0
50,62,507.5,553.0,21.0,28.0
50,63,138.5,635.0,21.0,10.0
51,0,347.5,440.5,81.0,97.0
51,1,236.0,177.0,54.0,56.0
51,2,365.0,418.0,18.0,22.0
51,3,549.5,478.0,19.0,20.0
51,4,318.0,418.0,22.0,30.0
51,5,343.0,359.5,22.0,35.0
51,6,419.0,109.5,22.0,27.0
51,7,235.0,514.0,24.0,30.0
51,8,234.5,170.0,21.0,24.0
51,9,261.0,367.5,20.0,21.0
51,10,411.0,416.0,22.0,24.0
51,11,356.0,311.5,24.0,25.0
51,12,208.0,211.5,32.0,33.0
51,13,251.0,131.0,24.0,30.0
51,14,483.5,224.0,17.0,24.0
51,15,434.0,81.5,28.0,31.0
51,16,373.0,441.5,18.0,21.0
51,17,88.0,68.5,42.0,43.0
51,18,214.0,274.0,22.0,16.0
51,19,397.0,189.0,20.0,30.0
51,20,557.5,46.0,21.0,30.0
51,21,540.0,21.5,18.0,31.0
51,22,277.5,15.0,19.0,22.0
51,23,20.5,201.0,25.0,26.0
51,24,196.0,584.0,22.0,28.0
51,25,255.0,221.0,18.0,22.0
51,26,82.5,68.0,35.0,32.0
51,27,402.0,540.0,38.0,42.0
51,28,112.5,274.5,23.0,25.0
51,29,311.0,199.0,22.0,22.0
51,30,521.0,317.5,24.0,29.0
51,31,377.0,293.5,18.0,19.0
51,32,261.5,98.0,17.0,24.0
51,33,537.5,173.5,19.0,21.0
51,34,275.0,106.0,26.0,22.0
51,35,80.5,204.0,21.0,28.0
51,36,133.0,609.0,22.0,30.0
51,37,249.0,345.5,18.0,23.0
51,38,445.0,564.0,18.0,26.0
51,39,381.5,138.0,25.0,32.0
51,40,612.0,67.0,18.0,28.0
51,41,562.0,191.0,22.0,24.0
51,42,553.5,146.0,19.0,24.0
51,43,275.0,159.0,20.0,30.0
51,44,567.0,123.0,16.0,24.0
51,45,246.0,271.0,22.0,26.0
51,46,248.0,293.0,20.0,24.0
51,47,415.0,547.0,20.0,24.0
51,48,100.5,249.0,21.0,26.0
51,49,125.0,567.5,18.0,29.0
51,50,156.0,321.5,24.0,31.0
51,51,54.0,398.0,22.0,28.0
51,52,600.5,417.0,27.0,30.0
51,53,260.5,195.0,19.0,20.0
51,54,300.5,60.5,21.0,27.0
51,55,99.5,217.0,21.0,28.0
51,56,199.5,314.5,19.0,21.0
51,57,497.0,391.0,26.0,30.0
51,58,28.0,478.5,18.0,21.0
51,59,305.5,149.5,21.0,25.0
51,60,506.0,552.5,22.0,29.0
51,61,339.0,541.0,18.0,26.0
51,62,586.5,371.5,21.0,27.0
51,63,138.5,635.0,21.0,10.0
52,0,235.5,177.5,55.0,55.0
52,1,348.0,440.5,80.0,97.0
52,2,364.5,418.0,19.0,22.0
52,3,358.0,313.0,24.0,26.0
52,4,235.0,511.5,24.0,31.0
52,5,311.0,198.0,22.0,20.0
52,6,104.0,248.0,20.0,26.0
52,7,88.0,70.0,36.0,32.0
52,8,256.0,131.0,24.0,30.0
52,9,167.0,323.0,24.0,30.0
52,10,411.5,416.5,23.0,25.0
52,11,373.0,441.5,18.0,21.0
52,12,213.5,210.5,31.0,33.0
52,13,438.0,84.0,28.0,30.0
52,14,81.5,205.0,21.0,28.0
52,15,343.0,360.0,22.0,34.0
52,16,213.5,274.0,23.0,18.0
52,17,275.5,106.0,27.0,22.0
52,18,378.0,295.0,18.0,20.0
52,19,402.0,540.0,38.0,42.0
52,20,234.5,170.0,21.0,24.0
52,21,541.5,20.5,19.0,31.0
52,22,318.5,415.5,23.0,31.0
52,23,274.0,160.5,20.0,29.0
52,24,137.5,612.5,21.0,29.0
52,25,388.5,141.5,25.0,23.0
52,26,89.5,70.0,43.0,44.0
52,27,117.0,276.0,24.0,26.0
52,28,404.5,193.5,21.0,31.0
52,29,20.5,201.5,25.0,27.0
52,30,420.0,107.5,22.0,27.0
52,31,255.0,222.0,18.0,22.0
52,32,605.5,418.0,27.0,30.0
52,33,342.0,76.0,24.0,28.0
52,34,56.5,401.0,23.0,32.0
